# shelves from the split lane (new + kept halves) — feed to next_batch.py --revisit-file
# S<sid>	<key>	run=<json|->	<P- file>	new|kept[	pair=<origin sid>][	moved_cv=<id>,…][	pending_join=<sid>,…]
# pair = the shelf the split took this row's items from (a kept row is its own pair): --revisit-file never cuts a batch inside a pair group
S102593	DC Retroactive: Batman - The '80s (2011)	run={"cv": 41622, "gcd": 60368}	P-003.jsonl	new	pair=4578
S102594	DC Retroactive: Batman - The '90s (2011)	run={"cv": 42122, "gcd": 60560}	P-003.jsonl	new	pair=4578
S102595	DC Retroactive: Green Lantern - The '80s (2011)	run={"cv": 41956, "gcd": 60462}	P-003.jsonl	new	pair=4579
S102596	DC Retroactive: Green Lantern - The '90s (2011)	run={"cv": 42311, "gcd": 60632}	P-003.jsonl	new	pair=4579
S102597	DC Retroactive: JLA - The '80s (2011)	run={"cv": 41927, "gcd": 60460}	P-003.jsonl	new	pair=4580
S102598	DC Retroactive: JLA - The '90s (2011)	run={"cv": 42360, "gcd": 60633}	P-003.jsonl	new	pair=4580
S102599	DC Retroactive: Superman - The '80s (2011)	run={"cv": 41926, "gcd": 60461}	P-003.jsonl	new	pair=4581
S102600	DC Retroactive: Superman - The '90s (2011)	run={"cv": 42277, "gcd": 60631}	P-003.jsonl	new	pair=4581
S4585	DC Retroactive: Wonder Woman - The 80s	run=-	P-003.jsonl	new	pair=4584
S4586	DC Retroactive: Wonder Woman - The 90s	run=-	P-003.jsonl	new	pair=4584
S102633	Harley Quinn: The Arkham Asylum Files (2023)	run={"cv": 154736}	P-003.jsonl	new	pair=4646
S102634	Harley Quinn: Uncovered (2023)	run={"cv": 146824, "gcd": 193754}	P-003.jsonl	new	pair=4646
S102605	DCU Halloween Special '09 (2009)	run={"cv": 28830, "gcd": 39999}	P-003.jsonl	new	pair=4675
S102606	DCU Halloween Special 2010 (2010)	run={"cv": 36257, "gcd": 52929}	P-003.jsonl	new	pair=4675
S102607	DIE!namite Lives! (2021)	run={"cv": 136832, "gcd": 173029}	P-003.jsonl	new	pair=4691
S102608	DIE!namite Never Dies! (2022)	run={"cv": 141851, "gcd": 182269}	P-003.jsonl	new	pair=4691
S64503	Daredevil v7 (2022)	run=-	P-003.jsonl	new	pair=4824
S102610	Days Missing: Enox (2016)	run={"cv": 95585}	P-003.jsonl	new	pair=5010
S102612	Death (1980)	run={"gcd": 92973}	P-003.jsonl	new	pair=5192
S102613	Do Androids Dream of Electric Sheep? (2009)	run={"cv": 27055, "gcd": 38419}	P-003.jsonl	new	pair=5586
S102676	Spy Camp the Graphic Novel (2023)	run=-	P-003.jsonl	new	pair=6277
S102617	Evil Spy School the Graphic Novel (2024)	run=-	P-003.jsonl	new	pair=6277
S102624	Ghost Rider: Danny Ketch Epic Collection (2023)	run={"cv": 154102, "gcd": 204677}	P-003.jsonl	new	pair=7436
S102623	Ghost Rider Epic Collection (2022)	run={"cv": 144790, "gcd": 184834}	P-003.jsonl	new	pair=7436
S102628	Graphic Ink: The DC Comics Art of Darwyn Cooke (2015)	run={"cv": 85288, "gcd": 93061}	P-003.jsonl	new	pair=7844
S102629	Graphic Ink: The DC Comics Art of Ivan Reis (2015)	run={"cv": 86356, "gcd": 94614}	P-003.jsonl	new	pair=7844
S7926	Green Lantern - Sinestro Corps - Secret Files	run=-	P-003.jsonl	new	pair=7927
S102632	Grimm Fairy Tales: April Fools' Edition (2010)	run={"cv": 165945}	P-003.jsonl	new	pair=8015
S102631	Grimm Fairy Tales 2012 April Fools' Edition (2012)	run={"cv": 165947, "gcd": 83181}	P-003.jsonl	new	pair=8015
S21879	Wolverine and the X-Men v1 (2011)	run=-	P-003.jsonl	new	pair=9384
S102587	Classic Pulp: Robots (2022)	run={"cv": 153398, "gcd": 184386}	P-003.jsonl	new	pair=9701
S102588	Classic Pulp: Sci-Fi (2022)	run={"cv": 153397, "gcd": 186471}	P-003.jsonl	new	pair=9701
S102646	Macbeth: A Tale of Horror (2023)	run={"cv": 156189}	P-003.jsonl	new	pair=11144
S102645	Macbeth (2023)	run={"gcd": 202657}	P-003.jsonl	new	pair=11144
S102663	Monster Hunters' Survival Guide Case Files: Chupacabra (2012)	run={"cv": 51155}	P-003.jsonl	new	pair=12307
S102664	Monster Hunters' Survival Guide Case Files: Wendigo (2018)	run={"cv": 113085, "gcd": 217704}	P-003.jsonl	new	pair=12307
S102668	Official Handbook of the Marvel Universe v2 (1985)	run={"cv": 3497, "gcd": 3036}	P-003.jsonl	new	pair=13169
S102670	Postal (2015)	run={"cv": 79870, "gcd": 87390}	P-003.jsonl	new	pair=13979
S15071	Saturday AM Presents Gunhild -The Hunt for Loki	run=-	P-003.jsonl	new	pair=15072
S102678	Star Trek: Waypoint Special (2018)	run={"cv": 115862, "gcd": 135759}	P-003.jsonl	new	pair=16410
S102679	Star Trek: Waypoint Special 2019 (2019)	run={"cv": 118484, "gcd": 144500}	P-003.jsonl	new	pair=16410
S102682	Strange Fruit (2015)	run={"cv": 83158, "gcd": 90546}	P-003.jsonl	new	pair=16901
S102686	Stuff of Nightmares: Slay Ride (2023)	run={"cv": 155346, "gcd": 206548}	P-003.jsonl	new	pair=16999
S102685	Stuff of Nightmares: Red Murder (2023)	run={"cv": 158908, "gcd": 204440}	P-003.jsonl	new	pair=16999
S102687	Syphon v2 (2023)	run={"cv": 155004, "gcd": 205825}	P-003.jsonl	new	pair=17445
S17694	Teen Titans/Outsiders Secret Files and Origins	run=-	P-003.jsonl	new	pair=17691
S102696	The Empty Man (2014)	run={"cv": 74745, "gcd": 81259}	P-003.jsonl	new	pair=18520
S102700	The Tea Dragon Festival (2019)	run={"cv": 121459, "gcd": 155605}	P-003.jsonl	new	pair=19727
S102701	The Tea Dragon Tapestry (2021)	run={"cv": 136603, "gcd": 179264}	P-003.jsonl	new	pair=19727
S102577	Avengers/UltraForce (1995)	run={"cv": 20312, "gcd": 13151}	P-003.jsonl	new	pair=20654
