# arcade-merge-cards reviewed pairs
arcade	legend	legendofmakai	art	# Legend => Legend of Makai
arcade	legendofsuccessjoeashitanojoedensetsu	successjoe	art	# Legend of Success Joe / Ashitano Joe Densetsu => Success Joe
arcade	saturn	satanofsaturn	art	# Saturn => Satan of Saturn
gba	disneysgametvepisodelizziemcguire2lizziediaries	lizziemcguire2lizziediaries	art	# Disney's Game + TV Episode - Lizzie McGuire 2 - Lizzie Diaries => Lizzie McGuire 2 - Lizzie Diaries
genesis	brianlaracricket	shanewarnecricket	art	# Brian Lara Cricket => Shane Warne Cricket
genesis	ragnacenty	soleil	art	# Ragnacenty => Soleil
nds	bestfriendsmeinpferd	letsridefriendsforever	art	# Best Friends - Mein Pferd => Let's Ride - Friends Forever
nds	cliquedissandmakeup	queenteenclique	art	# The Clique - Diss and Make Up => Queen Teen - The Clique
nds	codedelarouteedition2008	rijexamentrainingcodedelaroute2008	art	# Code de la Route - Edition 2008 => Rijexamen Training - Code de la Route 2008
nds	crosswordscruciverbaitaliani	crosswordsds	igdb	# Crosswords - Cruciverba Italiani => Crosswords DS
nds	dtmracedriver3createandrace	v8supercarsaustralia3createandrace	art	# DTM Race Driver 3 - Create & Race => V8 Supercars Australia 3 - Create & Race
nds	flashfocusvisiontraininginminutesday	sighttraining	art	# Flash Focus - Vision Training in Minutes a Day => Sight Training
nds	gensosuikodentierkreis	suikodentierkreis	art	# Genso Suikoden Tierkreis => Suikoden - Tierkreis
nds	janeshotel	janeshotelfuehredeinhotelzumerfolg	art	# Jane's Hotel => Jane's Hotel - Fuehre Dein Hotel Zum Erfolg!
nds	jojosfashionshowdesignindash	jojosfashionshow	art	# Jojo's Fashion Show - Design in a Dash! => Jojo's Fashion Show
nds	juniorclassicbooks	juniorclassicbooksandfairytales	art	# Junior Classic Books => Junior Classic Books & Fairytales
nds	kirbyultrasuperdeluxe	kirbysuperstarultra	art	# Kirby Ultra Super Deluxe => Kirby Super Star Ultra
nds	locksquest	locksquestshinmaiarkinianohyakunichisensou	art	# Lock's Quest => Lock's Quest - Shinmai Arkinia no Hyakunichi Sensou
nds	lovefashionandfriends	elementgirlsstyleyourlife	art	# Love, Fashion & Friends => Element Girls - Style your Life!
nds	marioandsonicauxjeuxolympiquesdhiver	marioandsonicatolympicwintergames	art	# Mario & Sonic aux Jeux Olympiques d'Hiver => Mario & Sonic at the Olympic Winter Games
nds	miexpertoeningles	miocoacharricchiscoilmioingleseil	art	# Mi Experto en Ingles => Mio Coach - Arricchisco il mio Inglese, Il
nds	miocoacharricchiscoilmioingleseil	myenglishcoach	art	# Mio Coach - Arricchisco il mio Inglese, Il => My English Coach
nds	moncoachpersonneljamelioremonanglais	miexpertoeningles	art	# Mon Coach Personnel - J'ameliore mon Anglais => Mi Experto en Ingles
nds	moncoachpersonneljenrichismonvocabulaire	ilmiocoacharricchiscoilmiovocabolario	art	# Mon Coach Personnel - J'enrichis Mon Vocabulaire => Il Mio Coach - Arricchisco il mio Vocabolario
nds	mybestfriendsdogsandcats	pawsandclawsbestfriendsdogsandcats	art	# My Best Friends - Dogs & Cats => Paws & Claws - Best Friends - Dogs & Cats
nds	myboyfriend	realstoriesamoureuxpourlavie	art	# My Boyfriend => Real Stories - Amoureux pour la Vie
nds	nicolakanshuumodeloshareaudition	modelauditionsuperstards	art	# Nicola Kanshuu - Model Oshare Audition => Model Audition Superstar DS
nds	nipponcurlingkyoukaikouninminnanocurlingds	curlingds	art	# Nippon Curling Kyoukai Kounin - Minna no Curling DS => Curling DS
nds	petzcatzclan	petzcatzkonekotoisshonitanoshikuasobou	art	# Petz - Catz Clan => Petz - Catz - Koneko to Issho ni Tanoshiku Asobou
nds	petzhamstersuperstar	petzhamsterzsuperstarz	art	# Petz - Hamster Superstar => Petz - Hamsterz Superstarz
nds	pinkystreetkirakiramusichoursinnaneundaenseubaeteul	kirakirapopprincess	art	# Pinky Street - Kira Kira Music Hour Sinnaneun Daenseubaeteul => Kira Kira - Pop Princess
nds	playmobilinteractivepiratesboarding	playmobilpirates	art	# Playmobil Interactive - Pirates Boarding => Playmobil - Pirates
nds	playmobilknights	playmobilknightheroofkingdom	art	# Playmobil - Knights => Playmobil - Knight - Hero of the Kingdom
nds	playmobilpirates	playmobilpiratesboarding	art	# Playmobil - Pirates => Playmobil - Pirates Boarding
nds	pokemonblack	pokemonblackversion	art	# Pokemon - Black => Pokemon - Black Version
nds	pokemonplatinum	pokemonplatinumversion	art	# Pokemon Platinum => Pokemon Platinum Version
nds	pokemonsoulsilver	pokemonsoulsilverversion	art	# Pokemon - SoulSilver => Pokemon - SoulSilver Version
nds	pokemonversionnoire	pokemonblackversion	art	# Pokemon - Version Noire => Pokemon - Black Version
nds	pokemonwhite	pokemonwhiteversion	art	# Pokemon - White => Pokemon - White Version
nds	questtriojewelscardsandtiles	questtrio	art	# The Quest Trio - Jewels, Cards and Tiles => The Quest Trio
nds	rhythmderunrunrun	rilakkumarhythmmattarikibundedararanran	art	# Rhythm De Run Run Run => Rilakkuma Rhythm - Mattari Kibun de Dararan Ran
nds	scotlandyardhuntingmisterx	thinksmartscotlandyard	art	# Scotland Yard - Hunting Mister X => ThinkSmart - Scotland Yard
nds	shrekforeverafter	shrekevisserofeliciecontenti	art	# Shrek Forever After => Shrek - E Vissero Felici E Contenti
nds	simpsonilvideogiocoi	simpsonsgame	art	# Simpson - Il Videogioco, I => The Simpsons Game
nds	spongebobangriffderspielzeugroboter	nicktoonsattackoftoybots	art	# SpongeBob - Angriff der Spielzeugroboter => Nicktoons - Attack of the Toybots
nds	spongebobsquarepantstonakamatachi	nicktoonsattackoftoybots	art	# SpongeBob SquarePants to Nakama Tachi => Nicktoons - Attack of the Toybots
