ItemId,PreviousParsedSeriesKey,NewParsedSeriesKey,SeriesIdAtSplit
16319,REBELS,R.E.B.E.L.S.,14311
16332,REBELS,R.E.B.E.L.S.,14311
88909,Alpha Flight (1983),Alpha Flight - In the Beginning -001,790
88910,Alpha Flight (1983),Alpha Flight - In the Beginning -001,790
88911,Alpha Flight (1983),Alpha Flight - In the Beginning -001,790
90336,Sentinel (2006),Sentinel v2 (2006),65617
90337,Sentinel (2006),Sentinel v2 (2006),65617
90338,Sentinel (2006),Sentinel v2 (2006),65617
90339,Sentinel (2006),Sentinel v2 (2006),65617
90340,Sentinel (2006),Sentinel v2 (2006),65617
91710,Cyclops (2014),Cyclops (2011),64466
19939,Daring New Adventures of Supergirl,Adventures of Supergirl (2016),4855
