# shelves from the split lane (new + kept halves) — feed to next_batch.py --revisit-file
# S<sid>	<key>	run=<json|->	<P- file>	new|kept[	pending_join=<sid>,…]
S1436	Astro City Metrobook Book	run=-	P-004.jsonl	new
S102733	Astro City Special (2004)	run={"cv": 25753, "gcd": 12140}	P-004.jsonl	new
S102734	Astro City: That Was Then... Special (2022)	run={"cv": 142090, "gcd": 183339}	P-004.jsonl	new
S102731	Astro City / Arrowsmith Flip Book (2004)	run={"cv": 25754, "gcd": 13136}	P-004.jsonl	new
S102736	Ben 10: For Science! (2019)	run={"cv": 120302}	P-004.jsonl	new
S102737	Ben 10: Mecha Madness (2019)	run={"cv": 122802}	P-004.jsonl	new
S102739	Ben 10: The Manchester Mystery (2020)	run={"cv": 125468, "gcd": 216033}	P-004.jsonl	new
S102738	Ben 10: The Creature from Serenity Shore (2020)	run={"cv": 129456, "gcd": 162754}	P-004.jsonl	new
S102740	Britannia: The Great Fire of Rome (2024)	run={"gcd": 214117}	P-004.jsonl	new
S102744	Casanova: Acedia (2015)	run={"cv": 79742, "gcd": 86099}	P-004.jsonl	new
S102767	Divinity II (2016)	run={"cv": 89778, "gcd": 100119}	P-004.jsonl	new
S102769	Divinity III: Stalinverse (2016)	run={"cv": 97037, "gcd": 110719}	P-004.jsonl	new
S102768	Divinity III: Heroes of the Glorious Stalinverse (2017)	run={"cv": 102111, "gcd": 114754}	P-004.jsonl	new
S102766	Divinity #0 (2017)	run={"cv": 103511, "gcd": 115978}	P-004.jsonl	new
S102871	Walt Disney's Donald Duck (1952)	run=-	P-004.jsonl	new
S102773	E-Ratic (2020)	run={"cv": 132400, "gcd": 167181}	P-004.jsonl	new
S4323	Creepy Creatures	run=-	P-004.jsonl	new
S102776	Goosebumps: Download and Die (2018)	run={"cv": 109431, "gcd": 148496}	P-004.jsonl	new
S102777	Goosebumps: Horrors of the Witch House (2019)	run={"cv": 118620, "gcd": 144755}	P-004.jsonl	new
S102778	Goosebumps: Secrets of the Swamp (2020)	run={"cv": 130359, "gcd": 164476}	P-004.jsonl	new
S102786	He-Man and the Lost Dragon (1986)	run=-	P-004.jsonl	new
S102797	John Carpenter Presents Storm Kids: Fetch (2023)	run={"gcd": 203937}	P-004.jsonl	new
S102798	John Carpenter Presents Storm Kids: Hyperbreed (2020)	run={"cv": 128213, "gcd": 203552}	P-004.jsonl	new
S102799	John Carpenter Presents Storm Kids: Monica Bleue - A Werewolf Story (2019)	run={"cv": 123297, "gcd": 155278}	P-004.jsonl	new
S102800	John Carpenter Presents Storm Kids: The Grimms Town Terror Tales - Rise of the Candy Creeper (2021)	run={"cv": 133746, "gcd": 203554}	P-004.jsonl	new
S102805	Justice Leagues: Justice League of Aliens (2001)	run={"cv": 25421, "gcd": 10313}	P-004.jsonl	new
S102806	Justice Leagues: Justice League of Amazons (2001)	run={"cv": 24044, "gcd": 10310}	P-004.jsonl	new
S102807	Justice Leagues: Justice League of Arkham (2001)	run={"cv": 20437, "gcd": 10312}	P-004.jsonl	new
S102808	Justice Leagues: Justice League of Atlantis (2001)	run={"cv": 25422, "gcd": 10311}	P-004.jsonl	new
S102811	Kirby: Genesis (2011)	run={"cv": 40342, "gcd": 58763}	P-004.jsonl	new
S13477	Outsiders: Five of a Kind: Katana/Shazam	run=-	P-004.jsonl	new
S13478	Outsiders: Five of a Kind: Martian Manhunter/Thunder	run=-	P-004.jsonl	new
S13479	Outsiders: Five of a Kind: Metamorpho/Aquaman	run=-	P-004.jsonl	new
S13481	Outsiders: Five of a Kind: Wonder Woman/Grace	run=-	P-004.jsonl	new
