ItemId,PreviousParsedSeriesKey,NewParsedSeriesKey,SeriesIdAtSplit
16789,Justice League,Justice League International v1 (1987),10105
16790,Justice League,Justice League International v1 (1987),10105
16791,Justice League,Justice League International v1 (1987),10105
16792,Justice League,Justice League International v1 (1987),10105
16793,Justice League,Justice League International v1 (1987),10105
16794,Justice League,Justice League International v1 (1987),10105
113967,Strange Adventures,Strange Adventures v4 (2011),16896
69963,Nightwing (1996),Flash plus Nightwing,65356
67656,Legion of Super-Heroes v3 (1984),Legion of Super-Heroes Annual (1985),98213
67657,Legion of Super-Heroes v3 (1984),Legion of Super-Heroes Annual (1985),98213
67658,Legion of Super-Heroes v3 (1984),Legion of Super-Heroes Annual (1985),98213
67659,Legion of Super-Heroes v3 (1984),Legion of Super-Heroes Annual (1985),98213
67738,Legion of Super-Heroes v4 (1989),Legion of Super-Heroes Annual (1990),98214
67739,Legion of Super-Heroes v4 (1989),Legion of Super-Heroes Annual (1990),98214
67740,Legion of Super-Heroes v4 (1989),Legion of Super-Heroes Annual (1990),98214
67741,Legion of Super-Heroes v4 (1989),Legion of Super-Heroes Annual (1990),98214
67742,Legion of Super-Heroes v4 (1989),Legion of Super-Heroes Annual (1990),98214
67743,Legion of Super-Heroes v4 (1989),Legion of Super-Heroes Annual (1990),98214
67744,Legion of Super-Heroes v4 (1989),Legion of Super-Heroes Annual (1990),98214
