ItemId,PreviousParsedSeriesKey,NewParsedSeriesKey,SeriesIdAtSplit
77590,Captain Marvel v4 (2000),Captain Marvel v5 (2002),64379
77591,Captain Marvel v4 (2000),Captain Marvel v5 (2002),64379
80341,Star-Lord,Star-Lord (2015),16766
80342,Star-Lord,Star-Lord (2015),16766
83753,Ms. Marvel,Ms. Marvel (2014),12433
83754,Ms. Marvel,Ms. Marvel (2014),12433
83755,Ms. Marvel,Ms. Marvel (2014),12433
83756,Ms. Marvel,Ms. Marvel (2014),12433
83757,Ms. Marvel,Ms. Marvel (2014),12433
83758,Ms. Marvel,Ms. Marvel (2014),12433
83759,Ms. Marvel,Ms. Marvel (2014),12433
83760,Ms. Marvel,Ms. Marvel (2014),12433
83761,Ms. Marvel,Ms. Marvel (2014),12433
83762,Ms. Marvel,Ms. Marvel (2014),12433
83748,Ms. Marvel by G. Willow Wilson,Ms. Marvel by G. Willow Wilson (2015),12433
83749,Ms. Marvel by G. Willow Wilson,Ms. Marvel by G. Willow Wilson (2015),12433
83750,Ms. Marvel by G. Willow Wilson,Ms. Marvel by G. Willow Wilson (2015),12433
83751,Ms. Marvel by G. Willow Wilson,Ms. Marvel by G. Willow Wilson (2015),12433
83752,Ms. Marvel,Ms. Marvel by G. Willow Wilson (2015),12433
118166,Ms. Marvel,Ms. Marvel v4 (2016),12433
118205,Ms. Marvel,Ms. Marvel v4 (2016),12433
118206,Ms. Marvel,Ms. Marvel v4 (2016),12433
118207,Ms. Marvel,Ms. Marvel v4 (2016),12433
118208,Ms. Marvel,Ms. Marvel v4 (2016),12433
83721,Moon Knight Annual,Moon Knight Annual (2023),102368
93876,Amazing Spider-Man (2021),The Amazing Spider-Man Annual,64135
118574,Amazing Spider-Man (2021),Amazing Spider-man v6 (2022),64135
95613,Marvel Knights - Spider-Man (2004),Marvel Knights - Spider-Man (2013),65136
97160,X-Men (2005),Ultimate X-Men v1 (2001),66351
97162,X-Men (2005),Ultimate X-Men v1 (2001),66351
86105,X-Men (2005),X-Men - The End - Dreamers and Demons,66351
92349,Fantastic Four 005AU,Fantastic Four v4 (2013),6482
110654,The Walk,TKO Shorts,19903
46470,The Walk,The Walk (2023),19903
104782,The Magic Order V,The Magic Order V (2024),19033
104783,The Magic Order V,The Magic Order V (2024),19033
104784,The Magic Order V,The Magic Order V (2024),19033
104785,The Magic Order V,The Magic Order V (2024),19033
51959,Hulk,Hulk v3 (2013),9069
116693,Hulk,Hulk: Planet Hulk Prelude (2010),9069
91348,Deadpool #900 (2009),Deadpool Team-Up,102758
