ItemId,PreviousParsedSeriesKey,NewParsedSeriesKey,SeriesIdAtSplit
34556,Glitterbomb,Glitterbomb: The Fame Game (2017),7601
14412,Goblin,Goblin: The Wolf and the Well (2024),7616
65984,Green Arrow,Green Arrow: Year One (2007),7872
36739,Grrl Scouts,Grrl Scouts: Stone Ghost (2021),8121
10023,Hacktivist,Hacktivist v2 (2015),8262
27352,Heart of Darkness,Joseph Conrad's Heart of Darkness (2019),8494
10041,Heavy Vinyl,Heavy Vinyl: Y2K-O! (2020),8716
15107,Hellboy Universe Essentials - Lobster Johnson,Hellboy Universe Essentials: Lobster Johnson (2022),8752
37994,Hound,Hound (2024),8993
36801,Impact Winter: Rook (One-Shot),Impact Winter: Rook (2023),9316
35693,Invincible Universe Compendium Book,Invincible Compendium (2011),9547
10213,Klaus: The New Adventures of Santa Claus,Klaus: The New Adventures of Santa Claus (2018),10440
99994,Legion of Monsters,Legion of Monsters (2011),10686
53986,Lockjaw and the Pet Avengers Unleashed,Lockjaw and the Pet Avengers Unleashed (2010),10851
10240,Lucas Stand: Inner Demons,Lucas Stand: Inner Demons (2018),11041
21288,"Madballs vs. Garbage Pail Kids - Time Again, Slime Again","Madballs vs Garbage Pail Kids: Time Again, Slime Again (2023)",11156
101204,ROM and the X-Men: Marvel Tales,Rom and the X-Men: Marvel Tales (2024),11621
14513,The Art of Masters of the Universe - Origins and Masterverse,The Art of Masters of the Universe: Origins and Masterverse (2023),11845
27148,Maybe... Maybe Not,Maybe... Maybe Not (2016),11862
26715,Mean Girls Club - Pink Dawn,Mean Girls Club: Pink Dawn (2018),11869
23908,Melody,Melody (2023),11901
109427,Metalshark Bro,Metalshark Bro: Assault on Hamzig Island (2020),11960
101990,Tales Through The Marvel Universe,Tales Through the Marvel Universe (2019),12074
104741,Millarworld Annual,Millarworld Annual 2017 (2017),12102
34829,Multiple Warheads - Ghost Throne,Multiple Warheads: Ghost Throne (2018),12471
31061,My Little Pony Equestria Girls: Canterlot High: March Radness,My Little Pony Equestria Girls: Canterlot High: March Radness (2020),12543
31013,My Little Pony - Holiday Special,My Little Pony Holiday Special (2019),12547
68474,New Talent Showcase,New Talent Showcase 2017 (2018),12848
14096,No One Left to Fight II,No One Left to Fight II (2021),13019
26568,Over My Dead Body,Over My Dead Body: A Witchy Graphic Novel (2022),13483
110898,Punk Mambo,Punk Mambo (2014),14229
34777,"Renato Jones, Season","Renato Jones, Season Two: Freelancer (2017)",14575
26761,Saturday AM Annual,Saturday AM Annual 2024 (2024),15070
117943,Savage She-Hulk,All-New Savage She-Hulk (2009),15095
14613,Shaolin Cowboy,The Shaolin Cowboy: Who'll Stop the Reign? (2017),15478
64605,Shazam!,Future State: Shazam! (2021),15489
113909,Songs For the Dead: Afterlife,Songs for the Dead: Afterlife (2023),15889
37222,Stairway Anthology,Stairway Anthology (2020),16366
104104,Star Wars: The High Republic Adventures: Galactic Bake-Off Spectacular,Star Wars: The High Republic Adventures: Galactic Bake-Off Spectacular (2022),16723
13960,Stranger Things,Stranger Things and Dungeons & Dragons (2020),16926
37021,Supermassive,Supermassive (2024),17343
109992,The Cabinet,The Cabinet (2016),18190
31963,The Cape,The Cape: 1969 (2012),18194
14669,The Horror,The Horror (2024),18333
103249,The End,The End (2020),18524
14670,The House,The House (2021),18794
29735,The Philippe Druillet Library,Lone Sloane: Babel (2023),19356
19542,The Sandman Universe,The Sandman Universe Special: Thessaly (2023),19520
13011,The True Lives of the Fabulous Killjoys: National Anthem,The True Lives of the Fabulous Killjoys: National Anthem (2020),19827
97973,The Unstoppable Wasp - A.I.M. Escape!,The Unstoppable Wasp v2 (2018),19869
32645,Transformers/G.I. Joe: First Strike - Champions,Transformers/G.I. Joe: First Strike - Champions (2018),20411
112108,Valiant Universe Handbook,Valiant Universe Handbook 2015 Edition (2015),20892
37157,Vampirella Shadowhawk Book,Shadowhawk/Vampirella (1995),20925
116246,Van Helsing,Van Helsing (2021),20957
23996,World Without End,World Without End (2022),22049
49883,X-Men - Hellfire Gala,Hellfire Gala Guide 2022 (2022),22273
22320,Xena - Warrior Princess,Xena: Warrior Princess: Dark Xena (2007),22625
108321,Zombies Vs Cheerleaders,Zombies vs Cheerleaders: St. Patty's Day Special (2015),22834
7972,Zorro Masters,Zorro Masters v2 (2022),22854
109937,Rogues,Rogues (2024),29138
24759,A Cosplayers Christmas,A Cosplayers Christmas (2016),34939
8237,Crossed - Annual,Crossed 2014 Annual (2014),35134
88560,X-Force and Cable Annual,X-Force / Cable '97 (1997),36326
8239,Crossed Special,Crossed 2014 Special (2014),44317
12855,Alabaster,Alabaster: Grimmer Tales (2014),567
12856,Alabaster,"Alabaster: The Good, the Bad, and the Bird (2015)",567
7944,Archie Halloween Spectacular,Archie Halloween Spectacular (2019),1246
8008,Archie Halloween Spectacular,Archie Halloween Spectacular (2024),1246
9458,Artesia: Artesia Afire,Artesia Afield (2000),1341
9459,Artesia: Artesia Afire,Artesia Afire (2003),1341
20841,Army Of Darkness Ash Gets Hitched,Army of Darkness: Ash Gets Hitched (2014),1357
