ItemId,PreviousParsedSeriesKey,NewParsedSeriesKey,SeriesIdAtSplit
6651,American Mythology Monsters v2 (2021),American Mythology Monsters Vol 2 (2021),95056
6652,American Mythology Monsters v2 (2021),American Mythology Monsters Vol 2 (2021),95056
6653,American Mythology Monsters v2 (2021),American Mythology Monsters Vol 2 (2021),95056
7538,Archie & Me Digest,Archie and Me Comics Digest (2017),1216
7539,Archie and Me Digest,Archie and Me Comics Digest (2017),1216
5727,Animosity - The Rise,Animosity: The Rise (2017),1061
5728,Animosity - The Rise,Animosity: The Rise (2017),1061
5729,Animosity - The Rise,Animosity: The Rise (2017),1061
6859,Tom Strong and the Robots of Doom (2010),Tom Strong and the Robots of Doom Mini (2010),66125
6860,Tom Strong and the Robots of Doom (2010),Tom Strong and the Robots of Doom Mini (2010),66125
6861,Tom Strong and the Robots of Doom (2010),Tom Strong and the Robots of Doom Mini (2010),66125
6862,Tom Strong and the Robots of Doom (2010),Tom Strong and the Robots of Doom Mini (2010),66125
6899,Tom Strong and the Robots of Doom (2010),Tom Strong and the Robots of Doom Mini (2010),66125
6900,Tom Strong and the Robots of Doom (2010),Tom Strong and the Robots of Doom Mini (2010),66125
6901,Tom Strong and the Robots of Doom (2010),Tom Strong and the Robots of Doom Mini (2010),66125
6902,Tom Strong and the Robots of Doom (2010),Tom Strong and the Robots of Doom Mini (2010),66125
6903,Tom Strong and the Robots of Doom (2010),Tom Strong and the Robots of Doom Mini (2010),66125
6904,Tom Strong and the Robots of Doom (2010),Tom Strong and the Robots of Doom Mini (2010),66125
7973,Tom Strong and the Planet of Peril (1999),Tom Strong and the Planet of Peril (2013),66125
7737,Sabrina the Teenage Witch v3 (2000),Sabrina (2000),14949
7738,Sabrina the Teenage Witch v3 (2000),Sabrina (2000),14949
7739,Sabrina the Teenage Witch v3 (2000),Sabrina (2000),14949
7740,Sabrina the Teenage Witch v3 (2000),Sabrina (2000),14949
7741,Sabrina the Teenage Witch v3 (2000),Sabrina (2000),14949
7742,Sabrina the Teenage Witch v3 (2000),Sabrina (2000),14949
7743,Sabrina the Teenage Witch v3 (2000),Sabrina (2000),14949
7745,Sabrina the Teenage Witch v3 (2000),Sabrina (2000),14949
7746,Sabrina the Teenage Witch v3 (2000),Sabrina (2000),14949
7747,Sabrina the Teenage Witch v3 (2000),Sabrina (2000),14949
7748,Sabrina the Teenage Witch v3 (2000),Sabrina (2000),14949
7749,Sabrina the Teenage Witch v3 (2000),Sabrina (2000),14949
7750,Sabrina the Teenage Witch v3 (2000),Sabrina (2000),14949
7751,Sabrina the Teenage Witch v3 (2000),Sabrina (2000),14949
7752,Sabrina the Teenage Witch v3 (2000),Sabrina (2000),14949
7753,Sabrina the Teenage Witch v3 (2000),Sabrina (2000),14949
7754,Sabrina the Teenage Witch v3 (2000),Sabrina (2000),14949
7755,Sabrina the Teenage Witch v3 (2000),Sabrina (2000),14949
7756,Sabrina the Teenage Witch v3 (2000),Sabrina (2000),14949
7757,Sabrina the Teenage Witch v3 (2000),Sabrina (2000),14949
7758,Sabrina the Teenage Witch v3 (2000),Sabrina (2000),14949
7759,Sabrina the Teenage Witch v3 (2000),Sabrina (2000),14949
7760,Sabrina the Teenage Witch v3 (2000),Sabrina (2000),14949
7761,Sabrina the Teenage Witch v3 (2000),Sabrina (2000),14949
7762,Sabrina the Teenage Witch v3 (2000),Sabrina (2000),14949
7763,Sabrina the Teenage Witch v3 (2000),Sabrina (2000),14949
7764,Sabrina the Teenage Witch v3 (2000),Sabrina (2000),14949
7765,Sabrina the Teenage Witch v3 (2000),Sabrina (2000),14949
7766,Sabrina the Teenage Witch v3 (2000),Sabrina (2000),14949
7767,Sabrina the Teenage Witch v3 (2000),Sabrina (2000),14949
7768,Sabrina the Teenage Witch v3 (2000),Sabrina (2000),14949
7769,Sabrina the Teenage Witch v3 (2000),Sabrina (2000),14949
7770,Sabrina the Teenage Witch v3 (2000),Sabrina (2000),14949
7771,Sabrina the Teenage Witch v3 (2000),Sabrina (2000),14949
7772,Sabrina the Teenage Witch v3 (2000),Sabrina (2000),14949
7773,Sabrina the Teenage Witch v3 (2000),Sabrina (2000),14949
