ItemId,PreviousParsedSeriesKey,NewParsedSeriesKey,SeriesIdAtSplit
65177,Green Lantern Annual,Green Lantern (1999),102389
65176,Green Lantern Annual,Tales of the Green Lantern Corps Annual,102389
70007,Suicide Squad - Casualties of War,Suicide Squad v2 (2001),17022
70092,Suicide Squad,Suicide Squad Special: War Crimes (2016),17022
14839,v1 (2008),Abe Sapien - The Drowning and Other Stories,101651
14840,v1 (2008),Abe Sapien - The Drowning and Other Stories,101651
14841,v1 (2008),Abe Sapien - The Drowning and Other Stories,101651
14842,v1 (2008),Abe Sapien - The Drowning and Other Stories,101651
14843,v1 (2008),Abe Sapien - The Drowning and Other Stories,101651
14844,v1 (2008),Abe Sapien: The Haunted Boy (2009),101651
14845,v1 (2008),Abe Sapien: The Abyssal Plain (2010),101651
14846,v1 (2008),Abe Sapien: The Abyssal Plain (2010),101651
15187,Joy Operations,Joy Operations 2 (2024),9992
37618,Joy Operations,Joy Operations 2 (2024),9992
14531,Minor Threats,Minor Threats (2022),7019
14532,Minor Threats,Minor Threats: The Fastest Way Down (2024),7019
14529,From the World of Minor Threats - The Brood,From the World of Minor Threats: The Brood (2024),7019
14530,From the World of Minor Threats - The Brood,From the World of Minor Threats: The Brood (2024),7019
15951,From the World of Minor Threats - The Alternates,From the World of Minor Threats: The Alternates (2023),7019
13713,Usagi Yojimbo: The Green Dragon,Usagi Yojimbo: Crossroads,20858
