ItemId,PreviousParsedSeriesKey,NewParsedSeriesKey,SeriesIdAtSplit
55840,House of Secrets - Facade,House of Secrets: Facade (2001),9027
55841,House of Secrets - Facade,House of Secrets: Facade (2001),9027
112772,House of Secrets - Facade,House of Secrets: Facade (2001),9027
112773,House of Secrets - Facade,House of Secrets: Facade (2001),9027
16322,Outsiders (1993),The Outsiders (2009),58099
16336,Outsiders,The Outsiders (2009),58099
18165,Batman (1940),Batman v2 (2011),64223
19924,Batman (1940),Batman v2 (2011),64223
18719,Batman (1940),Batman v2 (2011),64223
18720,Batman (1940),Batman v2 (2011),64223
18721,Batman (1940),Batman v2 (2011),64223
18722,Batman (1940),Batman v2 (2011),64223
18723,Batman (1940),Batman v2 (2011),64223
18724,Batman (1940),Batman v2 (2011),64223
18725,Batman (1940),Batman v2 (2011),64223
19016,Batman (1940),Batman v2 (2011),64223
19017,Batman (1940),Batman v2 (2011),64223
19018,Batman (1940),Batman v2 (2011),64223
19019,Batman (1940),Batman v2 (2011),64223
19020,Batman (1940),Batman v2 (2011),64223
19029,Batman (1940),Batman v2 (2011),64223
19030,Batman (1940),Batman v2 (2011),64223
18726,Batman (1940),Batman Annual v2 (2012),64223
19072,Batman (1940),Batman v3 (2016),64223
19075,Batman (1940),Batman v3 (2016),64223
19095,Batman (1940),Batman v3 (2016),64223
19097,Batman (1940),Batman v3 (2016),64223
61294,Batman v1 (1940),Batman Annual v1 (1961),64223
61295,Batman v1 (1940),Batman Annual v1 (1961),64223
61296,Batman v1 (1940),Batman Annual v1 (1961),64223
61297,Batman v1 (1940),Batman Annual v1 (1961),64223
61298,Batman v1 (1940),Batman Annual v1 (1961),64223
61299,Batman v1 (1940),Batman Annual v1 (1961),64223
61300,Batman v1 (1940),Batman Annual v1 (1961),64223
61301,Batman v1 (1940),Batman Annual v1 (1961),64223
61302,Batman v1 (1940),Batman Annual v1 (1961),64223
61303,Batman v1 (1940),Batman Annual v1 (1961),64223
61304,Batman v1 (1940),Batman Annual v1 (1961),64223
61305,Batman v1 (1940),Batman Annual v1 (1961),64223
61306,Batman v1 (1940),Batman Annual v1 (1961),64223
61307,Batman v1 (1940),Batman Annual v1 (1961),64223
59171,Batman (1940),Absolute Batman,64223
59175,Batman (1940),Absolute Batman,64223
59176,Batman (1940),Absolute Batman,64223
59177,Batman (1940),Absolute Batman,64223
59178,Batman (1940),Absolute Batman,64223
59179,Batman (1940),Absolute Batman,64223
59180,Batman (1940),Absolute Batman,64223
59181,Batman (1940),Absolute Batman,64223
59182,Batman (1940),Absolute Batman,64223
59183,Batman (1940),Absolute Batman,64223
59184,Batman (1940),Absolute Batman,64223
18187,Birds of Prey,Birds of Prey v3 (2011),2613
18188,Birds of Prey,Birds of Prey v3 (2011),2613
18189,Birds of Prey,Birds of Prey v3 (2011),2613
18190,Birds of Prey,Birds of Prey v3 (2011),2613
18191,Birds of Prey,Birds of Prey v3 (2011),2613
18192,Birds of Prey,Birds of Prey v3 (2011),2613
18193,Birds of Prey,Birds of Prey v3 (2011),2613
18194,Birds of Prey,Birds of Prey v3 (2011),2613
18262,Birds of Prey,Birds of Prey v3 (2011),2613
18286,Birds of Prey,Birds of Prey v3 (2011),2613
18287,Birds of Prey,Birds of Prey v3 (2011),2613
18288,Birds of Prey,Birds of Prey v3 (2011),2613
18289,Birds of Prey,Birds of Prey v3 (2011),2613
18072,Birds of Prey,Birds of Prey v3 (2011),2613
16382,Birds of Prey (1999),Birds of Prey v2 (2010),2613
16391,Birds of Prey (1999),Birds of Prey v2 (2010),2613
16403,Birds of Prey (1999),Birds of Prey v2 (2010),2613
16417,Birds of Prey (1999),Birds of Prey v2 (2010),2613
16431,Birds of Prey (1999),Birds of Prey v2 (2010),2613
63021,Birds of Prey (1999),Birds of Prey v2 (2010),2613
63022,Birds of Prey (1999),Birds of Prey v2 (2010),2613
63008,Birds of Prey - Batgirl (1999),Birds of Prey - Black Canary-Batgirl,2613
63093,Birds of Prey - Batgirl (1999),Birds of Prey - Black Canary-Batgirl,2613
16344,Catwoman (1993),Catwoman v3 (2002),64393
17447,Catwoman (1993),Catwoman v3 (2002),64393
17448,Catwoman (1993),Catwoman v3 (2002),64393
17449,Catwoman (1993),Catwoman v3 (2002),64393
17450,Catwoman (1993),Catwoman v3 (2002),64393
17451,Catwoman (1993),Catwoman v3 (2002),64393
17452,Catwoman (1993),Catwoman v3 (2002),64393
61464,Catwoman (1993),Catwoman v5 (2018),64393
61465,Catwoman (1993),Catwoman v5 (2018),64393
61466,Catwoman (1993),Catwoman v5 (2018),64393
61467,Catwoman (1993),Catwoman v5 (2018),64393
115739,Doom Patrol (1987),Doom Patrol v6 (2016),5755
115740,Doom Patrol (1987),Doom Patrol v6 (2016),5755
115741,Doom Patrol (1987),Doom Patrol v6 (2016),5755
16316,Doom Patrol (1987),Doom Patrol v5 (2009),5755
16331,Doom Patrol (1987),Doom Patrol v5 (2009),5755
15748,Green Arrow (1988),Green Arrow v2 (1988),64817
15772,Green Arrow (1988),Green Arrow v2 (1988),64817
15794,Green Arrow (1988),Green Arrow v2 (1988),64817
15806,Green Arrow (1988),Green Arrow v2 (1988),64817
15808,Green Arrow (1988),Green Arrow v2 (1988),64817
15843,Green Arrow (1988),Green Arrow v2 (1988),64817
15845,Green Arrow (1988),Green Arrow v2 (1988),64817
15851,Green Arrow (1988),Green Arrow v2 (1988),64817
15864,Green Arrow (1988),Green Arrow v2 (1988),64817
16848,Green Arrow (1988),Green Arrow v2 (1988),64817
16394,Green Arrow (1988),Green Arrow v4 (2010),64817
16412,Green Arrow (1988),Green Arrow v4 (2010),64817
16424,Green Arrow (1988),Green Arrow v4 (2010),64817
16438,Green Arrow (1988),Green Arrow v4 (2010),64817
16449,Green Arrow (1988),Green Arrow v4 (2010),64817
16456,Green Arrow (1988),Green Arrow v4 (2010),64817
64807,Green Arrow (1988),Green Arrow v4 (2010),64817
64805,Green Arrow (1988),Green Arrow and Black Canary,64817
64806,Green Arrow (1988),Green Arrow and Black Canary,64817
64885,Green Arrow (1988),Green Arrow v7 (2023),64817
62761,Batman - No Man's Land,Batman: Road to No Man's Land (2015),1979
62762,Batman - No Man's Land,Batman: Road to No Man's Land (2015),1979
64208,DC vs. Vampires,DC vs. Vampires (2021),4631
64209,DC vs. Vampires,DC vs. Vampires (2021),4631
64206,DC vs. Vampires - All-Out War Part,DC vs. Vampires: All-Out War (2022),4631
64207,DC vs. Vampires: All-Out War,DC vs. Vampires: All-Out War (2022),4631
65972,DC vs. Vampires - Hunters,DC vs. Vampires: Hunters (2022),4631
64213,DCeased,DCeased (2019),4684
65974,DCeased,DCeased (2019),4684
