ItemId,PreviousParsedSeriesKey,NewParsedSeriesKey,SeriesIdAtSplit
80332,Rocket Raccoon and Groot,Rocket Raccoon & Groot: The Complete Collection (2013),14788
80333,Rocket Raccoon And Groot,Rocket Raccoon & Groot: The Complete Collection (2013),14788
80922,The Incredible Hulk v1 (1968),The Incredible Hulk Annual,18826
80923,The Incredible Hulk v1 (1968),The Incredible Hulk Annual,18826
80924,The Incredible Hulk v1 (1968),The Incredible Hulk Annual,18826
80925,The Incredible Hulk v1 (1968),The Incredible Hulk Annual,18826
80926,The Incredible Hulk v1 (1968),The Incredible Hulk Annual,18826
80928,The Incredible Hulk v1 (1968),The Incredible Hulk Annual,18826
80929,The Incredible Hulk v1 (1968),The Incredible Hulk Annual,18826
80930,The Incredible Hulk v1 (1968),The Incredible Hulk Annual,18826
80931,The Incredible Hulk v1 (1968),The Incredible Hulk Annual,18826
80932,The Incredible Hulk v1 (1968),The Incredible Hulk Annual,18826
80935,The Incredible Hulk v1 (1968),The Incredible Hulk Annual,18826
80936,The Incredible Hulk v1 (1968),The Incredible Hulk Annual,18826
80937,The Incredible Hulk v1 (1968),The Incredible Hulk Annual,18826
80945,The Incredible Hulk v1 (1968),The Incredible Hulk Annual,18826
98949,The Incredible Hulk,The Incredible Hulk v2 (1999),18826
98950,The Incredible Hulk,The Incredible Hulk v2 (1999),18826
85791,X-Man and The Incredible Hulk Annual,X-Man and Hulk Annual,34388
97267,Hulk (2008),Ultimate Hulk Annual (2008),64928
79807,Fantastic Four Epic Collection: The Dream Is Dead,Fantastic Four Epic Collection,6502
79806,Fantastic Four Epic Collection: The More Things Change...,Fantastic Four Epic Collection,6503
79799,Fantastic Four Epic Collection: The Name Is Doom,Fantastic Four Epic Collection,6504
79809,Fantastic Four Epic Collection: The New Fantastic Four,Fantastic Four Epic Collection,6505
80311,All-New Guardians of the Galaxy,All-New Guardians of the Galaxy Vol. 3 - Infinity Quest (2017),735
81157,Incredible Hulk Epic Collection 09: Kill Or Be Killed,Incredible Hulk Epic Collection,9386
81160,Incredible Hulk Epic Collection 15: Ground Zero,Incredible Hulk Epic Collection,9387
81155,Incredible Hulk Epic Collection: And Now... The Wolverine,Incredible Hulk Epic Collection,9388
81158,Incredible Hulk Epic Collection: Crossroads,Incredible Hulk Epic Collection,9389
