ItemId,PreviousParsedSeriesKey,NewParsedSeriesKey,SeriesIdAtSplit
105573,Dungeon,Dungeon Monstres,5909
105574,Dungeon,Dungeon Monstres,5909
105575,Dungeon,Dungeon Monstres,5909
105563,Dungeon,Dungeon: The Early Years (2005),5909
105564,Dungeon,Dungeon: The Early Years (2005),5909
105568,Dungeon,Dungeon: Twilight (2006),5909
105569,Dungeon,Dungeon: Twilight (2006),5909
105570,Dungeon,Dungeon: Twilight (2006),5909
105571,Dungeon,Dungeon: Parade (2006),5909
105572,Dungeon,Dungeon: Parade (2006),5909
106176,Gumby,Gumby (2006),8184
106177,Gumby,Gumby (2006),8184
106178,Gumby,Gumby (2006),8184
106179,Gumby,Gumby Free Comic Book Day 2007 (2007),8184
106180,Gumby,Gumby Free Comic Book Day 2008 (2008),8184
107942,Gumby,Gumby (2017),8184
109861,Gumby,Gumby (2017),8184
107945,Jirni,Jirni v2 (2015),9890
107332,Second Coming: Only Begotten Son (2019),Second Coming: Only Begotten Son (2020),65606
107333,Second Coming: Only Begotten Son (2019),Second Coming: Only Begotten Son (2020),65606
107334,Second Coming: Only Begotten Son (2019),Second Coming: Only Begotten Son (2020),65606
107335,Second Coming: Only Begotten Son (2019),Second Coming: Only Begotten Son (2020),65606
107336,Second Coming: Only Begotten Son (2019),Second Coming: Only Begotten Son (2020),65606
107337,Second Coming: Only Begotten Son (2019),Second Coming: Only Begotten Son (2020),65606
6540,Second Coming: Only Begotten Son (2019),Second Coming: Only Begotten Son (2020),65606
6541,Second Coming: Trinity (2023),Second Coming v3 (2023),65606
6542,Second Coming: Trinity (2023),Second Coming v3 (2023),65606
6543,Second Coming: Trinity (2023),Second Coming v3 (2023),65606
6544,Second Coming: Trinity (2023),Second Coming v3 (2023),65606
6545,Second Coming: Trinity (2023),Second Coming v3 (2023),65606
6546,Second Coming: Trinity (2023),Second Coming v3 (2023),65606
107352,Shi,Shi: Omnibus (2022),58200
107353,Shi,Shi: Return of the Warrior (2020),58200
107354,Shi,Shi: Haikyo (2021),58200
107355,Shi,Shi: Sakura (2022),58200
107356,Shi,Shi: Senryaku Omnibus (2023),58200
107357,Shi,Shi: The Way of the Warrior - Original Art Edition (2024),58200
107550,Street Fighter II (1994),Street Fighter (1993),65776
107551,Street Fighter II (1994),Street Fighter (1993),65776
107552,Street Fighter II (1994),Street Fighter (1993),65776
108730,Helheim,Brides of Helheim (2014),8726
108742,Hopeless Savages,Hopeless Savages: Ground Zero (2002),8973
108743,Hopeless Savages,Too Much Hopeless Savages (2003),8973
108740,Hopeless Savages,Hopeless Savages: Break (2015),8973
108881,Rick and Morty - Youth in Rickvolt (2024),Rick and Morty: Youth in Rickvolt v1 (2024),14669
108882,Rick and Morty - Youth in Rickvolt (2024),Rick and Morty: Youth in Rickvolt v1 (2024),14669
108883,Rick and Morty - Youth in Rickvolt (2024),Rick and Morty: Youth in Rickvolt v1 (2024),14669
108884,Rick and Morty - Youth in Rickvolt (2015),Rick and Morty: Youth in Rickvolt v1 (2024),14669
108895,Rick and Morty: Corporate Assets (2021),Rick and Morty: Corporate Assets v1 (2021),14669
108896,Rick and Morty: Corporate Assets (2021),Rick and Morty: Corporate Assets v1 (2021),14669
108897,Rick and Morty: Corporate Assets (2021),Rick and Morty: Corporate Assets v1 (2021),14669
108898,Rick and Morty: Corporate Assets (2015),Rick and Morty: Corporate Assets v1 (2021),14669
108888,Rick and Morty Presents (2015),Rick and Morty Presents: The Hotel Immortal (2021),14669
108880,"Rick and Morty - New Year, New Rick Special","Rick and Morty: New Year, New Rick Special (2025)",14669
108879,Rick and Morty - Kingdom Balls,Rick and Morty: Kingdom Balls (2024),14669
109810,Rick and Morty Ever After,Rick and Morty: Ever After (2020),14669
109811,Rick and Morty - Heart of Rickness,Rick and Morty: Heart of Rickness (2023),14669
109812,Rick and Morty - Infinity Hour,Rick and Morty: Infinity Hour (2022),14669
109813,Rick and Morty - Lil' Poopy Superstar,Rick and Morty: Lil' Poopy Superstar (2016),14669
109814,Rick and Morty: Pocket Like You Stole It,Rick and Morty: Pocket Like You Stole It (2017),14669
108914,The Art of Rick and Morty,The Art of Rick and Morty (2017),14669
108999,Exodus - The Life After,Exodus: The Life After (2015),6322
109000,Exodus - The Life After,Exodus: The Life After (2015),6322
109001,Exodus - The Life After,Exodus: The Life After (2015),6322
109002,Exodus - The Life After,Exodus: The Life After (2015),6322
109003,Exodus - The Life After,Exodus: The Life After (2015),6322
109004,Exodus - The Life After,Exodus: The Life After (2015),6322
109005,Exodus - The Life After,Exodus: The Life After (2015),6322
109006,Exodus - The Life After,Exodus: The Life After (2015),6322
109007,Exodus - The Life After,Exodus: The Life After (2015),6322
109008,Exodus - The Life After,Exodus: The Life After (2015),6322
109276,Nancy Drew,Nancy Drew (2005),12671
109277,Nancy Drew,Nancy Drew (2005),12671
109278,Nancy Drew,Nancy Drew (2005),12671
109279,Nancy Drew,Nancy Drew (2005),12671
109280,Nancy Drew,Nancy Drew (2005),12671
109281,Nancy Drew,Nancy Drew (2005),12671
109282,Nancy Drew,Nancy Drew (2005),12671
109283,Nancy Drew,Nancy Drew (2005),12671
109284,Nancy Drew,Nancy Drew (2005),12671
109285,Nancy Drew,Nancy Drew (2005),12671
109286,Nancy Drew,Nancy Drew (2005),12671
109287,Nancy Drew,Nancy Drew (2005),12671
109288,Nancy Drew,Nancy Drew (2005),12671
109289,Nancy Drew,Nancy Drew (2005),12671
109290,Nancy Drew,Nancy Drew (2005),12671
109291,Nancy Drew,Nancy Drew (2005),12671
