ItemId,PreviousParsedSeriesKey,NewParsedSeriesKey,SeriesIdAtSplit
14136,Grandville Mon Amour,Grandville,7836
14139,Grandville Force Majeur,Grandville,7834
13945,Serenity - The Shepherds Tale,Serenity - Firefly Class,15362
20166,Walt Disney Uncle Scrooge and Donald Duck,The Don Rosa Library - Uncle Scrooge and Donald Duck,21191
20167,Walt Disney Uncle Scrooge and Donald Duck,The Don Rosa Library - Uncle Scrooge and Donald Duck,21191
23810,The Million Year Picnic and Other Stories,The EC Artists' Library,19142
25128,Master Race and Other Stories,The EC Artists' Library,11814
24162,The High Cost of Dying and Other Stories,The EC Artists' Library,18777
25218,The Thing from the Grave and Other Stories,The EC Artists' Library,19760
25223,Three for the Money and Other Stories,The EC Artists' Library,20150
25978,Death Stand and Other Stories,The EC Artists' Library,5213
106885,Monsters of Metal - Krampus in Concert,Monsters of Metal,12316
106886,Monsters of Metal - My Bloody Valentine,Monsters of Metal,12317
26607,Carmen Sandiego - The Sticky Rice Caper,Carmen Sandiego - The Fishy Treasure Caper,3615
31981,The Theory of the Grain of Sand - The Obscure Cities Vols.,The Obscure Cities,19751
12957,Fagin the Jew,Will Eisner - Fagin The Jew,6390
