ItemId,PreviousParsedSeriesKey,NewParsedSeriesKey,SeriesIdAtSplit
22477,Adventures into the Unknown Archives (1948),Adventures into the Unknown Archives (2012),64102
22694,Tales From The Crypt - The Stalking Dead,Tales from the Crypt (2016),17514
22796,EC Archives: Weird Science,The EC Archives - Weird Science,21399
21937,Masks,Masks (2012),11793
69976,Raven,Raven (2016),14408
24504,Hip Hop Family Tree Two-in-One,Hip Hop Family Tree Two-in-One (2014),35501
24967,The Comics Journal,The Comics Journal Library,18258
24968,The Comics Journal,The Comics Journal Library,18258
24969,The Comics Journal,The Comics Journal Library,18258
27707,Bugs Bunny,Bugs Bunny (1990),3246
27708,Bugs Bunny,Bugs Bunny (1990),3246
27709,Bugs Bunny,Bugs Bunny (1990),3246
114672,Peanuts.1960,Peanuts Strips 1960 (1960),13685
29918,The Flintstones,The Flintstones (1992),18616
28988,The Flintstones,The Flintstones (2016),18616
