ItemId,PreviousParsedSeriesKey,NewParsedSeriesKey,SeriesIdAtSplit
93396,She-Hulk (2014),She-Hulk by Dan Slott: The Complete Collection (2014),65640
93397,She-Hulk (2014),She-Hulk by Dan Slott: The Complete Collection (2014),65640
117937,She-Hulk (2014),She-Hulk v2 (2005),65640
31726,30 Days of Night - Return to Barrow,30 Days of Night: Return to Barrow (2004),47172
30249,Days of Night - Dead Space,30 Days of Night: Dead Space (2006),47172
30250,Days of Night - Dead Space,30 Days of Night: Dead Space (2006),47172
30251,Days of Night - Dead Space,30 Days of Night: Dead Space (2006),47172
30257,30 Days of Night - Eben and Stella,30 Days of Night: Eben & Stella (2007),47172
30258,30 Days of Night - Eben and Stella,30 Days of Night: Eben & Stella (2007),47172
30259,30 Days of Night - Eben and Stella,30 Days of Night: Eben & Stella (2007),47172
30260,30 Days of Night - Eben and Stella,30 Days of Night: Eben & Stella (2007),47172
30261,30 Days of Night - Red Snow,30 Days of Night: Red Snow (2007),47172
30262,30 Days of Night - Red Snow,30 Days of Night: Red Snow (2007),47172
30263,30 Days of Night - Red Snow,30 Days of Night: Red Snow (2007),47172
30264,30 Days of Night - Red Snow,30 Days of Night: Red Snow (2007),47172
30266,30 Days of Night - Beyond Barrow,30 Days of Nigh Beyond Barrow (Sha.,47172
30267,30 Days of Night - Beyond Barrow,30 Days of Nigh Beyond Barrow (Sha.,47172
30268,30 Days of Night - Beyond Barrow,30 Days of Nigh Beyond Barrow (Sha.,47172
9474,Big Trouble In Little China Old Man Jack,Big Trouble in Little China: Old Man Jack (2017),2543
9475,Big Trouble In Little China Old Man Jack,Big Trouble in Little China: Old Man Jack (2017),2543
9476,Big Trouble In Little China Old Man Jack,Big Trouble in Little China: Old Man Jack (2017),2543
9477,Big Trouble In Little China Old Man Jack,Big Trouble in Little China: Old Man Jack (2017),2543
9478,Big Trouble In Little China Old Man Jack,Big Trouble in Little China: Old Man Jack (2017),2543
9479,Big Trouble In Little China Old Man Jack,Big Trouble in Little China: Old Man Jack (2017),2543
9480,Big Trouble In Little China Old Man Jack,Big Trouble in Little China: Old Man Jack (2017),2543
9481,Big Trouble In Little China Old Man Jack,Big Trouble in Little China: Old Man Jack (2017),2543
9482,Big Trouble In Little China Old Man Jack,Big Trouble in Little China: Old Man Jack (2017),2543
9493,The Official Art of Big Trouble in Little China,The Official Art of Big Trouble in Little China (2017),2543
9494,The Official Making of Big Trouble in Little China,The Official Making of Big Trouble in Little China (2017),2543
79714,Marvel Knights,Marvel Knights: 4,11441
79715,Marvel Knights,Marvel Knights: 4,11441
79716,Marvel Knights,Marvel Knights: 4,11441
79717,Marvel Knights,Marvel Knights: 4,11441
79718,Marvel Knights,Marvel Knights: 4,11441
79719,Marvel Knights,Marvel Knights: 4,11441
79720,Marvel Knights,Marvel Knights: 4,11441
79721,Marvel Knights,Marvel Knights: 4,11441
79722,Marvel Knights,Marvel Knights: 4,11441
79723,Marvel Knights,Marvel Knights: 4,11441
100820,Marvel Knights Double Shot,Marvel Knights Double Shot (2002),11441
100821,Marvel Knights Double Shot,Marvel Knights Double Shot (2002),11441
100822,Marvel Knights Double Shot,Marvel Knights Double Shot (2002),11441
100823,Marvel Knights Double Shot,Marvel Knights Double Shot (2002),11441
100824,Marvel Knights Double Shot,Marvel Knights Double Shot (2002),11441
100825,Marvel Knights Double Shot,Marvel Knights Double Shot (2002),11441
101989,Marvel Knights Marvel Boy by Morrison & Jones,Marvel Boy (2000),11441
77174,Captain America - Marvel Knights,Captain America v4 (2002),11441
77175,Captain America - Marvel Knights,Captain America v4 (2002),11441
49856,X-Men - Red (2018),X-Men Red v2 (2022) (Krakoa),22296
49857,X-Men - Red (2018),X-Men Red v2 (2022) (Krakoa),22296
49858,X-Men - Red (2018),X-Men Red v2 (2022) (Krakoa),22296
49859,X-Men - Red (2018),X-Men Red v2 (2022) (Krakoa),22296
49860,X-Men - Red (2018),X-Men Red v2 (2022) (Krakoa),22296
49861,X-Men - Red (2018),X-Men Red v2 (2022) (Krakoa),22296
49862,X-Men - Red (2018),X-Men Red v2 (2022) (Krakoa),22296
49863,X-Men - Red (2018),X-Men Red v2 (2022) (Krakoa),22296
49864,X-Men - Red (2018),X-Men Red v2 (2022) (Krakoa),22296
49865,X-Men - Red,X-Men Red v2 (2022) (Krakoa),22296
49866,X-Men - Red,X-Men Red v2 (2022) (Krakoa),22296
49867,X-Men - Red,X-Men Red v2 (2022) (Krakoa),22296
49868,X-Men - Red,X-Men Red v2 (2022) (Krakoa),22296
49869,X-Men - Red,X-Men Red v2 (2022) (Krakoa),22296
49870,X-Men - Red,X-Men Red v2 (2022) (Krakoa),22296
49871,X-Men - Red,X-Men Red v2 (2022) (Krakoa),22296
118589,X-Men - Red (2018),X-Men Red v2 (2022) (Krakoa),22296
118590,X-Men - Red (2018),X-Men Red v2 (2022) (Krakoa),22296
32881,Stray Bullets - Sunshine and Roses (1995),Stray Bullets: Sunshine & Roses (2015),65770
32882,Stray Bullets - Sunshine and Roses (1995),Stray Bullets: Sunshine & Roses (2015),65770
32883,Stray Bullets - Sunshine and Roses (1995),Stray Bullets: Sunshine & Roses (2015),65770
32884,Stray Bullets - Sunshine and Roses (1995),Stray Bullets: Sunshine & Roses (2015),65770
32885,Stray Bullets - Sunshine and Roses (1995),Stray Bullets: Sunshine & Roses (2015),65770
32886,Stray Bullets - Sunshine and Roses (1995),Stray Bullets: Sunshine & Roses (2015),65770
32887,Stray Bullets - Sunshine and Roses (1995),Stray Bullets: Sunshine & Roses (2015),65770
32888,Stray Bullets: Sunshine & Roses (1995),Stray Bullets: Sunshine & Roses (2015),65770
