ItemId,PreviousParsedSeriesKey,NewParsedSeriesKey,SeriesIdAtSplit
55127,Flash and Green Lantern - The Brave and the Bold,Flash & Green Lantern: The Brave and the Bold (1999),18176
55128,Flash and Green Lantern - The Brave and the Bold,Flash & Green Lantern: The Brave and the Bold (1999),18176
55129,Flash and Green Lantern - The Brave and the Bold,Flash & Green Lantern: The Brave and the Bold (1999),18176
55130,Flash and Green Lantern - The Brave and the Bold,Flash & Green Lantern: The Brave and the Bold (1999),18176
55131,Flash and Green Lantern - The Brave and the Bold,Flash & Green Lantern: The Brave and the Bold (1999),18176
55132,Flash and Green Lantern - The Brave and the Bold,Flash & Green Lantern: The Brave and the Bold (1999),18176
74062,Flash and Green Lantern - The Brave and the Bold,Flash & Green Lantern: The Brave and the Bold (1999),18176
74063,Flash and Green Lantern - The Brave and the Bold,Flash & Green Lantern: The Brave and the Bold (1999),18176
74064,Flash and Green Lantern - The Brave and the Bold,Flash & Green Lantern: The Brave and the Bold (1999),18176
74065,Flash and Green Lantern - The Brave and the Bold,Flash & Green Lantern: The Brave and the Bold (1999),18176
74066,Flash and Green Lantern - The Brave and the Bold,Flash & Green Lantern: The Brave and the Bold (1999),18176
15223,Flash and Green Lantern - The Brave and the Bold,Flash & Green Lantern: The Brave and the Bold (1999),18176
15235,Flash and Green Lantern - The Brave and the Bold,Flash & Green Lantern: The Brave and the Bold (1999),18176
15258,Flash and Green Lantern - The Brave and the Bold,Flash & Green Lantern: The Brave and the Bold (1999),18176
15298,Flash and Green Lantern - The Brave and the Bold,Flash & Green Lantern: The Brave and the Bold (1999),18176
15345,Flash and Green Lantern - The Brave and the Bold,Flash & Green Lantern: The Brave and the Bold (1999),18176
15374,Flash and Green Lantern - The Brave and the Bold,Flash & Green Lantern: The Brave and the Bold (1999),18176
57760,Brave and the Bold,The Brave and the Bold v2 (1991),18176
57761,Brave and the Bold,The Brave and the Bold v2 (1991),18176
57762,Brave and the Bold,The Brave and the Bold v2 (1991),18176
57763,Brave and the Bold,The Brave and the Bold v2 (1991),18176
57764,Brave and the Bold,The Brave and the Bold v2 (1991),18176
57765,Brave and the Bold,The Brave and the Bold v2 (1991),18176
16168,The Brave and the Bold,The Brave and the Bold v3 (2007),18176
16169,The Brave and the Bold,The Brave and the Bold v3 (2007),18176
16170,The Brave and the Bold,The Brave and the Bold v3 (2007),18176
16171,The Brave and the Bold,The Brave and the Bold v3 (2007),18176
16172,The Brave and the Bold,The Brave and the Bold v3 (2007),18176
74073,Brave and the Bold,The Brave and the Bold v3 (2007),18176
58047,The Witching Hour,The Witching Hour v2 (1999),19960
58048,The Witching Hour,The Witching Hour v2 (1999),19960
58049,The Witching Hour,The Witching Hour v2 (1999),19960
19982,The Witching Hour,The Witching Hour (2024),19960
58357,Weird War Tales,Weird War Tales v2 (1997),58610
58358,Weird War Tales,Weird War Tales v2 (1997),58610
58359,Weird War Tales,Weird War Tales v2 (1997),58610
58360,Weird War Tales,Weird War Tales v2 (1997),58610
113473,Weird War Tales,Weird War Tales v2 (1997),58610
113474,Weird War Tales,Weird War Tales v2 (1997),58610
113475,Weird War Tales,Weird War Tales v2 (1997),58610
113476,Weird War Tales,Weird War Tales v2 (1997),58610
113992,Weird War Tales,Weird War Tales v2 (1997),58610
58356,Weird War Tales,Weird War Tales Special (2000),58610
113472,Weird War Tales,Weird War Tales Special (2000),58610
18174,Batgirl,Batgirl v4 (2011),1868
18175,Batgirl,Batgirl v4 (2011),1868
18176,Batgirl,Batgirl v4 (2011),1868
18177,Batgirl,Batgirl v4 (2011),1868
18178,Batgirl,Batgirl v4 (2011),1868
18179,Batgirl,Batgirl v4 (2011),1868
18275,Batgirl,Batgirl v4 (2011),1868
18276,Batgirl,Batgirl v4 (2011),1868
18277,Batgirl,Batgirl v4 (2011),1868
18278,Batgirl,Batgirl v4 (2011),1868
18279,Batgirl,Batgirl v4 (2011),1868
18389,Batgirl,Batgirl v4 (2011),1868
18390,Batgirl,Batgirl v4 (2011),1868
18391,Batgirl,Batgirl v4 (2011),1868
18428,Batgirl,Batgirl v4 (2011),1868
18430,Batgirl,Batgirl v4 (2011),1868
18263,Batgirl,Batgirl v4 (2011),1868
18068,Batgirl,Batgirl v4 (2011),1868
19919,Batgirl,Batgirl v4 (2011),1868
