ItemId,PreviousParsedSeriesKey,NewParsedSeriesKey,SeriesIdAtSplit
106377,Judge Dredd,Judge Dredd v1 (2013),10002
106378,Judge Dredd,Judge Dredd v1 (2013),10002
106359,Judge Dredd,Judge Dredd v1 (2013),10002
106360,Judge Dredd,Judge Dredd v1 (2013),10002
106361,Judge Dredd,Judge Dredd v1 (2013),10002
106362,Judge Dredd,Judge Dredd v1 (2013),10002
106363,Judge Dredd,Judge Dredd v1 (2013),10002
106364,Judge Dredd,Judge Dredd v1 (2013),10002
106365,Judge Dredd,Judge Dredd v1 (2013),10002
4482,Judge Dredd,Judge Dredd: Year One (2013),10002
30893,Judge Dredd,Judge Dredd: Year One (2013),10002
106380,Judge Dredd,Judge Dredd: Year One (2013),10002
4486,Judge Dredd,Essential Judge Dredd (2020),10002
4487,Judge Dredd,Essential Judge Dredd (2020),10002
4488,Judge Dredd,Essential Judge Dredd (2020),10002
4489,Judge Dredd,Essential Judge Dredd (2020),10002
4490,Judge Dredd,Essential Judge Dredd (2020),10002
4491,Judge Dredd,Essential Judge Dredd (2020),10002
4492,Judge Dredd,Essential Judge Dredd (2020),10002
30894,Judge Dredd,Judge Dredd: 100-Page Giant (2020),10002
