ItemId,PreviousParsedSeriesKey,NewParsedSeriesKey,SeriesIdAtSplit
101095,Marvel Tales v1 (1949),Marvel Mystery Comics,11600
101096,Marvel Tales v1 (1949),Marvel Mystery Comics,11600
101097,Marvel Tales v1 (1949),Marvel Mystery Comics,11600
101098,Marvel Tales v1 (1949),Marvel Mystery Comics,11600
101099,Marvel Tales v1 (1949),Marvel Mystery Comics,11600
101100,Marvel Tales v1 (1949),Marvel Mystery Comics,11600
101101,Marvel Tales v1 (1949),Marvel Mystery Comics,11600
101102,Marvel Tales v1 (1949),Marvel Mystery Comics,11600
101103,Marvel Tales v1 (1949),Marvel Mystery Comics,11600
52012,Secret Avengers,Secret Avengers v2 (2013),15232
53296,Avengers Epic Collection: A Traitor Stalks Among Us,Avengers Epic Collection,1591
53291,Avengers Epic Collection: Earth's Mightiest Heroes,Avengers Epic Collection,1592
53304,Avengers Epic Collection: Heavy Metal,Avengers Epic Collection,1593
53298,Avengers Epic Collection: Kang War,Avengers Epic Collection,1594
53306,Avengers Epic Collection: The Crossing Line,Avengers Epic Collection,1595
53299,Avengers Epic Collection: The Final Threat,Avengers Epic Collection,1596
53311,Avengers Epic Collection: The Gathering,Avengers Epic Collection,1597
53300,Avengers Epic Collection: The Yesterday Quest,Avengers Epic Collection,1598
53295,Avengers Epic Collection: This Beachhead Earth,Avengers Epic Collection,1599
53302,Avengers Epic Collection: Under Siege,Avengers Epic Collection,1600
53283,Avengers West Coast Epic Collection v7: Ultron Unbound,Avengers West Coast Epic Collection,1633
53960,Avengers West Coast Epic Collection: How The West Was Won,Avengers West Coast Epic Collection,1634
53277,Avengers West Coast Epic Collection: How The West Was Won,Avengers West Coast Epic Collection,1634
53286,Avengers West Coast Epic Collection: How The West Was Won,Avengers West Coast Epic Collection,1634
53279,Avengers West Coast Epic Collection: Tales To Astonish,Avengers West Coast Epic Collection,1635
53280,Avengers West Coast Epic Collection: Vision Quest,Avengers West Coast Epic Collection,1636
53962,Young Avengers by Heinberg & Cheung Omnibus,Young Avengers by Heinberg & Cheung Omnibus (2022),22687
53963,Young Avengers Presents,Young Avengers Presents (2008),22687
118395,Champions,Champions v3 (2019),3742
118396,Champions,Champions v3 (2019),3742
53994,Black Panther v3 (1998),Black Panther by Christopher Priest Omnibus,95616
