ItemId,PreviousParsedSeriesKey,NewParsedSeriesKey,SeriesIdAtSplit
95798,Amazing Spider-Man Epic Collection: Great Responsibility (2016),Amazing Spider-Man Epic Collection,103850
95799,Amazing Spider-Man Epic Collection: Spider-Man No More (2018),Amazing Spider-Man Epic Collection,103853
95800,Amazing Spider-Man Epic Collection: The Goblin Lives (2019),Amazing Spider-Man Epic Collection,103855
95801,Amazing Spider-Man Epic Collection: The Secret Of The Petrified Tablet,Amazing Spider-Man Epic Collection,881
95802,Amazing Spider-Man Epic Collection: The Death of Captain Stacy (2021),Amazing Spider-Man Epic Collection,103854
95803,Amazing Spider-Man Epic Collection: The Goblin's Last Stand (2017),Amazing Spider-Man Epic Collection,103856
95804,Amazing Spider-Man Epic Collection: Man-Wolf At Midnight,Amazing Spider-Man Epic Collection,874
95805,Amazing Spider-Man Epic Collection: Spider-Man Or Spider-Clone?,Amazing Spider-Man Epic Collection,878
95806,Amazing Spider-Man Epic Collection: Big Apple Battleground (2024),Amazing Spider-Man Epic Collection,103848
95807,Amazing Spider-Man Epic Collection: Ghosts of the Past (2014),Amazing Spider-Man Epic Collection,103849
95808,Amazing Spider-Man Epic Collection: Kraven's Last Hunt (2017),Amazing Spider-Man Epic Collection,103851
95809,Amazing Spider-Man Epic Collection: Venom,Amazing Spider-Man Epic Collection,882
95810,Amazing Spider-Man Epic Collection: Assassin Nation (2019),Amazing Spider-Man Epic Collection,103847
95811,Amazing Spider-Man Epic Collection: Cosmic Adventures,Amazing Spider-Man Epic Collection,872
95812,Amazing Spider-Man Epic Collection: Return of the Sinister Six,Amazing Spider-Man Epic Collection,876
95813,Amazing Spider-Man Epic Collection: Round Robin,Amazing Spider-Man Epic Collection,877
95814,Amazing Spider-Man Epic Collection: The Hero Killers,Amazing Spider-Man Epic Collection,880
95815,Amazing Spider-Man Epic Collection: Invasion Of The Spider-Slayers,Amazing Spider-Man Epic Collection,873
95816,Amazing Spider-Man Epic Collection: Maximum Carnage,Amazing Spider-Man Epic Collection,875
95817,Amazing Spider-Man Epic Collection: Lifetheft (2021),Amazing Spider-Man Epic Collection,103852
95818,Amazing Spider-Man Epic Collection: The Clone Saga,Amazing Spider-Man Epic Collection,879
95819,"Amazing Spider-Man Epic Collection: Web of Life, Web of Death (2025)",Amazing Spider-Man Epic Collection,104210
113040,Black Orchid (1988),Black Orchid (1993),95613
15564,The Adventures of Superman,Superman (1939),17909
16846,The Adventures of Superman,Superman (1939),17909
16938,Adventures of Superman,Superman (1939),17909
16943,Adventures of Superman,Superman (1939),17909
17094,Adventures of Superman,Superman (1939),17909
17095,Adventures of Superman,Superman (1939),17909
17096,Adventures of Superman,Superman (1939),17909
17097,Adventures of Superman,Superman (1939),17909
17098,Adventures of Superman,Superman (1939),17909
17099,Adventures of Superman,Superman (1939),17909
17100,Adventures of Superman,Superman (1939),17909
17101,Adventures of Superman,Superman (1939),17909
17103,Adventures of Superman,Superman (1939),17909
17104,Adventures of Superman,Superman (1939),17909
17105,Adventures of Superman,Superman (1939),17909
17106,Adventures of Superman,Superman (1939),17909
17107,Adventures of Superman,Superman (1939),17909
17108,Adventures of Superman,Superman (1939),17909
17158,Adventures of Superman,Superman (1939),17909
17160,Aftermath Adventures of Superman,Superman (1939),17909
17196,Adventures of Superman,Superman (1939),17909
17197,Adventures of Superman,Superman (1939),17909
17198,Adventures of Superman,Superman (1939),17909
17199,Adventures of Superman,Superman (1939),17909
17200,Adventures of Superman,Superman (1939),17909
17201,Adventures of Superman,Superman (1939),17909
17418,Adventures of Superman,Superman (1939),17909
18041,The Adventures of Superman,Superman (1939),17909
71948,The Adventures of Superman,Superman (1939),17909
71949,The Adventures of Superman,Superman (1939),17909
71950,The Adventures of Superman,Superman (1939),17909
71951,The Adventures of Superman,Superman (1939),17909
71952,Adventures of Superman,Superman (1939),17909
71953,Adventures of Superman,Superman (1939),17909
71954,Adventures of Superman,Superman (1939),17909
71955,Adventures of Superman,Superman (1939),17909
71956,Adventures of Superman,Superman (1939),17909
71957,Adventures of Superman,Superman (1939),17909
71958,Adventures of Superman,Superman (1939),17909
71959,Adventures of Superman,Superman (1939),17909
71960,Adventures of Superman,Superman (1939),17909
71961,Adventures of Superman,Superman (1939),17909
71962,Adventures of Superman,Superman (1939),17909
71963,Adventures of Superman,Superman (1939),17909
71964,Adventures of Superman,Superman (1939),17909
71965,The Adventures of Superman,Superman (1939),17909
71966,Adventures of Superman,Superman (1939),17909
71967,Adventures of Superman,Superman (1939),17909
71968,Adventures of Superman,Superman (1939),17909
71969,Adventures of Superman,Superman (1939),17909
71970,Adventures of Superman,Superman (1939),17909
71971,Adventures of Superman,Superman (1939),17909
71972,Adventures of Superman,Superman (1939),17909
71973,Adventures of Superman,Superman (1939),17909
71974,Adventures of Superman,Superman (1939),17909
71975,Adventures of Superman,Superman (1939),17909
71976,Adventures of Superman,Superman (1939),17909
71977,Adventures of Superman,Superman (1939),17909
71978,Adventures of Superman,Superman (1939),17909
71979,Adventures of Superman,Superman (1939),17909
71980,Adventures of Superman,Superman (1939),17909
71981,The Adventures of Superman,Superman (1939),17909
71982,Adventures of Superman,Superman (1939),17909
71983,Adventures of Superman,Superman (1939),17909
71984,Adventures of Superman,Superman (1939),17909
71985,Adventures of Superman,Superman (1939),17909
71986,Adventures of Superman,Superman (1939),17909
72001,Adventures of Superman,Superman (1939),17909
72002,Adventures of Superman,Superman (1939),17909
72003,Adventures of Superman,Superman (1939),17909
72004,The Adventures of Superman,Superman (1939),17909
72005,Adventures of Superman,Superman (1939),17909
72006,Adventures of Superman,Superman (1939),17909
72007,Adventures of Superman,Superman (1939),17909
72008,Adventures of Superman,Superman (1939),17909
72009,Adventures of Superman,Superman (1939),17909
72010,Adventures of Superman,Superman (1939),17909
72011,Adventures of Superman,Superman (1939),17909
72012,Adventures of Superman,Superman (1939),17909
72013,Adventures of Superman,Superman (1939),17909
72014,Adventures of Superman,Superman (1939),17909
72015,Adventures of Superman,Superman (1939),17909
72016,Adventures of Superman,Superman (1939),17909
72017,Adventures of Superman,Superman (1939),17909
72018,Adventures of Superman,Superman (1939),17909
72019,Adventures of Superman,Superman (1939),17909
72020,Adventures of Superman,Superman (1939),17909
72021,Adventures of Superman,Superman (1939),17909
72022,Adventures of Superman,Superman (1939),17909
72023,Adventures of Superman,Superman (1939),17909
72024,Adventures of Superman,Superman (1939),17909
72025,Adventures of Superman,Superman (1939),17909
72026,Adventures of Superman,Superman (1939),17909
72027,Adventures of Superman,Superman (1939),17909
72028,The Adventures of Superman,Superman (1939),17909
72029,The Adventures of Superman,Superman (1939),17909
72030,The Adventures of Superman,Superman (1939),17909
72031,The Adventures of Superman,Superman (1939),17909
72032,The Adventures of Superman,Superman (1939),17909
72033,The Adventures of Superman,Superman (1939),17909
72034,The Adventures of Superman,Superman (1939),17909
72035,The Adventures of Superman,Superman (1939),17909
72036,The Adventures of Superman,Superman (1939),17909
72037,The Adventures of Superman,Superman (1939),17909
72038,Adventures of Superman,Superman (1939),17909
72039,Adventures of Superman,Superman (1939),17909
72040,Adventures of Superman,Superman (1939),17909
72041,Adventures of Superman,Superman (1939),17909
72042,Adventures of Superman,Superman (1939),17909
72043,Adventures of Superman,Superman (1939),17909
72044,Adventures of Superman,Superman (1939),17909
72045,Adventures of Superman,Superman (1939),17909
72046,Adventures of Superman,Superman (1939),17909
72047,Adventures of Superman,Superman (1939),17909
72048,Adventures of Superman,Superman (1939),17909
72049,Adventures of Superman,Superman (1939),17909
72050,Adventures of Superman,Superman (1939),17909
72051,Adventures of Superman,Superman (1939),17909
