ItemId,PreviousParsedSeriesKey,NewParsedSeriesKey,SeriesIdAtSplit
109719,3W3M - Sourcebook,3W3M - Sourcebook 02 - Maps (2024),121
9377,Abbott,Abbott: 1973 (2021),340
58801,Aquaman - Secret Files,Aquaman Secret Files & Origins 2003 (2003),1167
13939,Avatar: The Last Airbender,Avatar: The Last Airbender - Toph Beifong's Metalbending Academy (2021),1495
53536,Avengers/X-Men,Avengers/X-Men: Bloodties (2012),1671
26396,Bad Dreams in the Night,Bad Dreams in the Night (2024),1783
61397,Batman: City of Bane: The Complete Collection,Batman: City of Bane: The Complete Collection (2020),2210
58997,Batman: Batgirl,Batman: Batgirl (1998),2211
62575,Batman: Vengeance of Bane,Batman: The Vengeance of Bane II (1995),2295
9495,Bill and Ted,Bill & Ted's Most Triumphant Return (2015),2554
11509,Breaklands Season,Breaklands Season Three (2023),3157
6679,Carson of Venus,Carson of Venus: Fear on Four Worlds (2018),3632
5916,Cat-Man Retro Comics,Cat-Man Retro Comics #0 (1997),3674
7571,Chilling Adventures Presents ... Madam Satan - Hell on Earth,Chilling Adventures Presents: Madam Satan - Hell on Earth (2023),3827
7631,Chilling Adventures in Sorcery,Chilling Adventures in Sorcery Collection (2018),3833
112547,Cinderella,Cinderella: Fables Are Forever (2011),3866
110087,Conan the Barbarian FCBD 2024: Battle of the Black Stone,Conan the Barbarian FCBD 2024 (2024),4110
64017,DC Holiday Special,DC Holiday Special 2017 (2018),4551
64026,DCU Holiday Special,DCU Holiday Special 2010 (2010),4678
64216,DCeased - Unkillables,DCeased: Unkillables (2020),4681
110142,Dark Souls,Dark Souls: Legends of the Flame (2016),4940
36404,Dead Body Road,Dead Body Road: Bad Blood (2020),5031
30501,Dungeons & Dragons: Ravenloft—Orphan of Agony Isle,Dungeons & Dragons: Ravenloft - Orphan of Agony Isle (2022),5932
6492,Edgar Allan Poe's Snifter of Terror,Edgar Allan Poe's Snifter of Terror Season Two (2019),6011
11531,Elephantmen: 2261,Elephantmen 2261: The Pentalion Job (2019),6088
110361,Elric - Stormbringer,Elric - Titan Album Line (2014),6101
27969,Fairest of All: A Graphic Novel,Whatever After (2024),6394
9713,Faithless,Faithless III (2022),6417
37966,Generations,Generations - Catalyst Prime (2017),7357
112674,Get Jiro! - Blood and Sushi,Get Jiro!: Blood and Sushi (2015),7410
