ItemId,PreviousParsedSeriesKey,NewParsedSeriesKey,SeriesIdAtSplit
107094,PunchLine,PunchLine (2017),14176
107095,PunchLine,PunchLine (2017),14176
106097,Gore Shriek (1986),Gore Shriek (1990),64804
106098,Gore Shriek (1986),Gore Shriek (1990),64804
106026,Gold Digger 035a,Gold Digger v2 (1999),7700
104826,American Splendor - Unsung Hero (2002),American Splendor: Unsung Hero (2002),956
104827,American Splendor - Unsung Hero (2002),American Splendor: Unsung Hero (2002),956
104828,American Splendor - Unsung Hero (2002),American Splendor: Unsung Hero (2002),956
104813,American Splendor (1976),American Splendor v1 (2006),956
104814,American Splendor (1976),American Splendor v1 (2006),956
104818,American Splendor (1976),American Splendor v1 (2006),956
