# X-038 — item pass over Oh My Goddess! / Oishinbo / Ojojojo / One-Punch Man / Orb / Orient / Our Precious
# Conversations / PTSD Radio / Pandora in the Crimson Shell - Ghost Urn / Parasyte (mono + Full Color) / Please
# Tell Me! Galko-chan / Plunderer / Pokemon Adventures.
# Same GCD-reused-stamp shape as X-037 throughout: Oh My Goddess!, Our Precious Conversations, Parasyte Full
# Color Collection, Pandora Ghost Urn, Please Tell Me! Galko-chan, Plunderer and Pokemon Adventures all show the
# per-file CV pick matching the header exactly while the per-file GCD pick repeats v01's issue id (or a wrong
# series entirely) across the whole shelf — header pool by ordinal used for GCD in every case. Parasyte (mono)
# and One-Punch Man show the GCD stamp JUMPING mid-shelf to a second (One-Punch Man: a third) wrong series,
# confirming the brief's "can jump several times" note generalises beyond My Hero Academia/Berserk. PTSD Radio
# and Ojojojo are omnibus-style GCD rows: one GCD issue id covers TWO of our volumes (GCD count undershoots CV's
# count) so the same gcd id is shared by both books in the pair, capped at 0.9. Orb is a true 2-in-1 omnibus
# where our two books map directly onto the header's own combined "#1-2"/"#3-4" rows.

I 42363 cv=288312 gcd=740871 0.95 | header pool #1: CV 27627#1=288312, GCD 46087#1=740871 (196pp isbn 1-59307-387-9); per-file link cv168881/23294 is a foreign-twin stamp, rejected
I 42364 cv=288313 gcd=740872 0.95 | header pool #2: CV 27627#2=288313, GCD 46087#2=740872 (196pp isbn 1-59307-457-3); per-file gcd (740871) is v01's id reused as a stamp
I 42365 cv=288314 gcd=740873 0.95 | header pool #3: CV 27627#3=288314, GCD 46087#3=740873; per-file gcd (740871) is the same v01 stamp reused, rejected for the header pool
I 42366 cv=288315 gcd=740874 0.95 | header pool #4: CV 27627#4=288315, GCD 46087#4=740874; per-file gcd (740871) is the same v01 stamp reused, rejected for the header pool
I 42367 cv=288316 gcd=740875 0.95 | header pool #5: CV 27627#5=288316, GCD 46087#5=740875; per-file gcd (740871) is the same v01 stamp reused, rejected for the header pool
I 42368 cv=288318 gcd=740876 0.95 | header pool #6: CV 27627#6=288318, GCD 46087#6=740876; per-file gcd (740871) is the same v01 stamp reused, rejected for the header pool
I 42369 cv=288319 gcd=740877 0.95 | header pool #7: CV 27627#7=288319, GCD 46087#7=740877; per-file gcd (740871) is the same v01 stamp reused, rejected for the header pool
I 42370 cv=288322 gcd=740878 0.95 | header pool #8: CV 27627#8=288322, GCD 46087#8=740878; per-file gcd (740871) is the same v01 stamp reused, rejected for the header pool
I 42371 cv=288325 gcd=740879 0.95 | header pool #9: CV 27627#9=288325, GCD 46087#9=740879; per-file gcd (740871) is the same v01 stamp reused, rejected for the header pool
I 42372 cv=288328 gcd=740880 0.95 | header pool #10: CV 27627#10=288328, GCD 46087#10=740880; per-file gcd (740871) is the same v01 stamp reused, rejected for the header pool
I 42373 cv=288331 gcd=740881 0.95 | header pool #11: CV 27627#11=288331, GCD 46087#11=740881; per-file gcd (740871) is the same v01 stamp reused, rejected for the header pool
I 42374 cv=288333 gcd=740882 0.95 | header pool #12: CV 27627#12=288333, GCD 46087#12=740882; per-file gcd (740871) is the same v01 stamp reused, rejected for the header pool
I 42375 cv=288335 gcd=740883 0.95 | header pool #13: CV 27627#13=288335, GCD 46087#13=740883; per-file gcd (740871) is the same v01 stamp reused, rejected for the header pool
I 42376 cv=288337 gcd=740884 0.95 | header pool #14: CV 27627#14=288337, GCD 46087#14=740884; per-file gcd (740871) is the same v01 stamp reused, rejected for the header pool
I 42377 cv=288342 gcd=773619 0.95 | header pool #15: CV 27627#15=288342, GCD 46087#15=773619; per-file gcd (740871) is the same v01 stamp reused, rejected for the header pool
I 42378 cv=288344 gcd=794969 0.95 | header pool #16: CV 27627#16=288344, GCD 46087#16=794969; per-file gcd (740871) is the same v01 stamp reused, rejected for the header pool
I 42379 cv=288347 gcd=814963 0.95 | header pool #17: CV 27627#17=288347, GCD 46087#17=814963; per-file gcd (740871) is the same v01 stamp reused, rejected for the header pool
I 42380 cv=288351 gcd=851420 0.95 | header pool #18: CV 27627#18=288351, GCD 46087#18=851420 (236pp isbn 978-1-59582-749-4); per-file gcd stamp rejected for the header pool
I 42381 cv=299755 gcd=888668 0.95 | header pool #19: CV 27627#19=299755, GCD 46087#19=888668 (isbn 978-1-59582-815-6); per-file gcd stamp rejected for the header pool
I 42382 cv=316576 gcd=892409 0.95 | header pool #20: CV 27627#20=316576, GCD 46087#20=892409; per-file gcd stamp rejected for the header pool
I 42383 cv=288354 gcd=892410 0.95 | header pool #21: CV 27627#21=288354, GCD 46087#21=892410; per-file gcd stamp rejected for the header pool
I 42384 cv=168893 gcd=892411 0.95 | header pool #22: CV 27627#22=168893, GCD 46087#22=892411 (172pp isbn 1-59307-400-X); per-file gcd stamp rejected for the header pool
I 42385 cv=168891 gcd=892412 0.95 | header pool #23: CV 27627#23=168891, GCD 46087#23=892412; per-file gcd stamp rejected for the header pool
I 42386 cv=168890 gcd=892413 0.95 | header pool #24: CV 27627#24=168890, GCD 46087#24=892413 (180pp isbn 1-59307-545-6); per-file gcd stamp rejected for the header pool
I 42387 cv=168889 gcd=892414 0.95 | header pool #25: CV 27627#25=168889, GCD 46087#25=892414 (280pp isbn 1-59307-644-4); per-file gcd stamp rejected for the header pool
I 42388 cv=168888 gcd=892415 0.95 | header pool #26: CV 27627#26=168888, GCD 46087#26=892415 (280pp isbn 1-59307-715-7); per-file gcd stamp rejected for the header pool
I 42389 cv=168887 gcd=892416 0.95 | header pool #27: CV 27627#27=168887, GCD 46087#27=892416; per-file gcd stamp rejected for the header pool
I 42390 cv=168886 gcd=892417 0.95 | header pool #28: CV 27627#28=168886, GCD 46087#28=892417; per-file gcd stamp rejected for the header pool
I 42391 cv=168885 gcd=892418 0.95 | header pool #29: CV 27627#29=168885, GCD 46087#29=892418; per-file gcd stamp rejected for the header pool
I 42392 cv=168884 gcd=892419 0.95 | header pool #30: CV 27627#30=168884, GCD 46087#30=892419; per-file gcd stamp rejected for the header pool
I 42393 cv=168883 gcd=892420 0.95 | header pool #31: CV 27627#31=168883, GCD 46087#31=892420; per-file gcd stamp rejected for the header pool
I 42394 cv=168882 gcd=892421 0.95 | header pool #32: CV 27627#32=168882, GCD 46087#32=892421; per-file gcd stamp rejected for the header pool
I 42395 cv=168880 gcd=892422 0.95 | header pool #33: CV 27627#33=168880, GCD 46087#33=892422; per-file gcd stamp rejected for the header pool
I 42396 cv=215356 gcd=892423 0.95 | header pool #34: CV 27627#34=215356, GCD 46087#34=892423; per-file gcd stamp rejected for the header pool
I 42397 cv=215357 gcd=892424 0.95 | header pool #35: CV 27627#35=215357, GCD 46087#35=892424; per-file gcd stamp rejected for the header pool
